gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charge_per_month_ratio,is_new_customer,has_internet_addon,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61+,monthly_charge_category_Medium,monthly_charge_category_High,monthly_charge_category_Very High
0,1,1,1,-0.4255574307322131,1,0,0.6806291782139994,-0.145551512279162,0.3880202148738746,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,-1.1597534875625164,1,1,0.5974440806017797,-0.8676736320639158,0.04096934903839762,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1.2059893622240165,1,1,0.5159226849418048,1.1823923651849386,0.286974826638587,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0.1454839468024673,1,1,1.1398109170334525,0.5818479920594389,0.5899452438121637,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0,-0.30319142126049586,1,0,1.36607438253869,0.1595033040355119,0.6615106187205994,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,-1.2413308272103278,1,1,0.687283986022977,-0.9257908294631577,0.017634420169311514,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,-1.2005421573864221,1,1,0.3711806150965422,-0.9062864957162308,-0.05599783797908029,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,-0.9558101384429878,1,0,0.9351755769073918,-0.625507648349254,0.41625022944691153,0,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.5730873906391682,0,0,-0.22109727990246197,0.8150644111348682,-0.06197594717311348,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.7981026639849592,1,1,0.5092678771328271,0.8817793475364197,0.3197994284795725,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.9204686734566764,1,1,-1.305830952765807,-0.39781049395305645,-0.5946657601161347,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,-0.5887121100278361,1,0,-0.0031523241584464423,-0.49513426076692124,0.00012396249431670408,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.2413308272103278,1,1,-0.32591050289385876,-0.958378679083164,-0.3835531040068534,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.6757366545132419,1,1,1.3893662098701116,1.2646096187134162,0.6816024797491791,0,4,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0.4717933053937132,1,1,-0.11295665300657635,0.18894671202551747,-0.014687975503181046,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.5730873906391682,1,0,0.6839565821184885,1.643613786088873,0.3630337781687077,0,6,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,0,1,1,0.9204686734566764,1,0,-1.4771922538469795,-0.49018671274768955,-0.6555892993390984,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,1.5730873906391682,0,1,-0.2809905501832601,0.7444574036248548,-0.09819426532790607,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
0,1,1,0,-0.4255574307322131,1,0,-1.3074946547180513,-0.7668755870854349,-0.6096874671470476,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0.349427295921996,1,1,1.2546063517383153,0.8447277101479511,0.6321582637129158,0,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,1.2467780320479223,1,0,-1.4771922538469795,-0.4241314494153692,-0.6601774175780094,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,-0.6295007798517418,1,0,0.028458012934197138,-0.5195421643284643,0.005452612755055608,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,1,-1.2005421573864221,1,0,0.15822676520926007,-0.9114319456562319,-0.10350688689467884,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0.349427295921996,0,1,-0.4506881493121883,-0.09563625004069087,-0.19475442528812986,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,-0.7110781194995532,1,0,-0.44403334150321083,-0.6715748176838782,-0.22014769288618022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,-0.38476876090830736,1,0,0.5641700415568919,-0.211848655736867,0.22827817337415535,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,-0.18082541178877864,1,0,1.054962117468988,0.17230096157859126,0.5062135773050666,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,-0.915021468619082,1,1,-1.4954929753216677,-0.9116958148839241,-0.6731355844988748,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0.512581975217619,1,0,-1.4655463401812687,-0.6158764215384829,-0.6822310130386098,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.6295007798517418,0,1,-1.305830952765807,-0.8146359172977518,-0.6000283335387067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,1,1,1.3691440415196396,1,0,-1.4938292733694234,-0.40387948618998065,-0.6641063913778966,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-1.2005421573864221,1,1,0.16820897692272632,-0.911278021940078,-0.10208567602968233,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,-0.8334441289712705,1,1,-1.5204485046053335,-0.9031200649839225,-0.6986350321865249,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,-1.2821194970342338,1,1,-0.6336953640590717,-0.9880639671985543,-0.6248882442248366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-1.2413308272103278,1,1,0.5175863868940491,-0.9479338554870081,-0.2549673590785954,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1.613876060463074,1,0,-1.3208042703360063,-0.22218353382148437,-0.5995623222352896,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.38476876090830736,1,1,-1.4838470616559571,-0.8012665430946723,-0.6787589036789909,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,-0.3439800910844016,1,0,-0.2843179540877489,-0.40080101186690315,-0.09988482949017329,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,1,-0.5479234402039304,1,1,-1.357405713285383,-0.8150756993439057,-0.6405621697645126,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.5887121100278361,1,1,0.11497051445090543,-0.4365992704238331,0.11390631806185882,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,1.002046013104488,0,1,-0.6669694031039595,0.12330924163704335,-0.2767125854169168,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,-0.5071347703800245,1,1,-1.5304307163188,-0.855337745669298,-0.7283562624370333,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0,1.613876060463074,1,0,0.41443686585489636,1.3649458925434352,0.20341347278404462,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1.4915100509913568,1,0,-1.3457597996196722,-0.2525944623130286,-0.5985639384886967,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1.5730873906391682,1,0,-1.3124857605747844,-0.21074920062148217,-0.588173630212426,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1.287566701871828,1,1,1.450923182103154,2.0178463182635604,0.7221635254821439,0,5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
0,0,1,1,1.5730873906391682,1,1,1.467560201625598,2.3612941072074727,0.7311725100080486,0,5,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.8796800036327707,1,1,0.49762196346711607,0.8864630263279589,0.2750520071453075,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0.2678499562741845,1,0,-1.327459078144984,-0.5665328759600119,-0.5894188816369944,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,1,1,1.613876060463074,1,1,1.3527647669207348,2.30871816358977,0.6808958236697693,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,-0.5071347703800245,1,0,-0.18948694280981837,-0.48435960063614997,-0.07591412629127661,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,1,-0.9965988082668935,1,0,-1.4821833597037126,-0.9296389223670046,-0.6747434190128103,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,-0.3439800910844016,1,0,-1.4805196577514683,-0.7959012021315943,-0.6835720711417792,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,1,0,0,0.10469527697856156,0,1,-0.8333395983283989,-0.3773166506022833,-0.34998545690979244,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,1.0428346829283937,1,1,0.978431827665746,1.4590152722157608,0.5472012179616285,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,-1.2005421573864221,1,0,-1.4988203792261565,-0.9798400429354757,-0.7351336013238535,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1.450721381167451,1,1,1.7404073217936786,2.5258385597759654,0.8943949978531373,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,-1.2413308272103278,1,0,-1.4722011479902464,-0.9912084088285549,-0.7877184033287253,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1.287566701871828,0,0,-0.5005992078795201,0.4036263178555587,-0.1950328666004557,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,1,-1.2821194970342338,0,0,-1.3374412898584502,-0.9973653574747099,-0.7966517287658464,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.6702894496756475,1,0,-1.5154573987486004,-0.8782503902739178,-0.7148664178120961,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1.450721381167451,1,0,1.4492594801509098,2.147889869311278,0.6920946057408354,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,-1.2821194970342338,1,1,-1.4838470616559571,-0.9993003984777871,-0.8323850305143308,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.0373874780907992,1,1,0.3412339799561434,-0.7773423997838984,0.06866265789347295,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.6702894496756475,1,0,-1.5021477831306453,-0.8785362486039178,-0.7154874511312544,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,1,-0.3439800910844016,1,0,-1.5038114850828896,-0.8092046090277507,-0.7032253871034455,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0.023117937330750068,1,1,0.18318229449292597,0.0499316072362601,0.1521916393202441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,-0.3439800910844016,1,0,-1.4588915323722913,-0.7744618273815902,-0.6518993718647136,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.5071347703800245,1,0,-0.01646193977640131,-0.3931488042638248,0.08449900753200569,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,-1.2005421573864221,1,1,0.6789654762617551,-0.8917736881931512,0.07800204357773595,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.9558101384429878,1,1,0.36452580728756456,-0.6895399142692662,0.1797607415114879,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-1.0373874780907992,1,0,-1.4688737440857575,-0.9461747273023924,-0.7107699864953414,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-0.38476876090830736,1,0,-1.4788559557992238,-0.7966488316100561,-0.6716528493540083,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,-1.1597534875625164,1,1,-0.2826542521355046,-0.9049451604754614,-0.23433949852378852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1.0428346829283937,1,1,-1.3374412898584502,-0.34019904590689154,-0.5790722600685075,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0.6757366545132419,1,1,0.3229332584814547,0.6279151613940632,0.21130350150946806,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,1.613876060463074,1,1,1.371065488395423,2.443401415224411,0.749036070621658,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0.7165253243371477,1,0,1.269579669308515,1.2581888008395687,0.6440341041622385,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1
1,0,1,0,-0.017670732493155674,1,0,0.18650969839741458,-0.03993785389529555,0.08644317477589712,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.0373874780907992,1,0,-1.5104662928918673,-0.9516720028793165,-0.7361487519417081,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.7110781194995532,1,0,-1.5071388889873785,-0.876557229396225,-0.6933093958682413,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1,0,1,0,-0.18082541178877864,1,0,0.38781763461898616,-0.09990213588838392,0.15955014286581312,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.8334441289712705,1,0,-1.5121299948441116,-0.9081995476170005,-0.7130657886618744,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-0.7110781194995532,1,1,0.3162784506724775,-0.5357701218315445,0.09333081790734135,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.1454839468024673,1,0,-1.508802590939623,-0.7352332688646596,-0.7247461412179135,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.9558101384429878,1,0,-1.4855107636082014,-0.9324315383600821,-0.7173075564743255,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,-1.2005421573864221,1,0,-1.4705374460380018,-0.9829405063608609,-0.7637608487473552,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.1454839468024673,1,1,0.6656558606438002,0.3406715179486235,0.3492063902634067,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.7110781194995532,1,0,-1.3257953761927397,-0.8459044207792963,-0.6225533978037707,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.26240275143659014,0,0,-0.34421122436854723,-0.40887101241382784,-0.1773948126060861,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,0.0639066071546558,1,1,1.1830671677918068,0.4934737898848067,0.5873872210351883,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,-0.26240275143659014,1,1,0.8386808636772168,0.008789996818560025,0.3939169158541088,0,6,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
0,0,1,1,-1.078176147914705,1,0,-1.4905018694649346,-0.9640958456831651,-0.7643989434214352,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,-0.9965988082668935,1,0,-1.500484081178401,-0.9378408575277752,-0.7084013017203473,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1.4099327113435454,1,0,1.7071332827487908,2.4010943823844033,0.8544608938036583,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,0,1,0,1.613876060463074,1,1,1.3777202962044006,2.318877128855926,0.6860355451541406,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1.5730873906391682,1,0,1.54409049142884,2.503827468365961,0.8042859133962036,0,6,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
0,1,0,0,-0.9965988082668935,1,1,0.30463253700676646,-0.7442927790154306,0.0858525416891454,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2821194970342338,1,1,-0.6420138738202936,-0.9881739127100927,-0.6269185454605459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-0.7518667893234591,0,1,-0.4706525727391211,-0.694773320618498,-0.225460314452953,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,1,0,0,-0.4255574307322131,1,1,0.3162784506724775,-0.2638528826945693,0.1980546383848966,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,-0.18082541178877864,1,0,-0.35086603217752466,-0.38090087427843783,-0.19831495356356102,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,-0.8742327987951762,1,1,0.00017507974604262936,-0.6933000507638823,-0.02797968092629142,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,-0.7518667893234591,0,0,-0.838330704185132,-0.7037448743600382,-0.2475499918974706,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,1,0,-0.05845940231706142,0,1,-0.48229848640483186,-0.3133283628868865,-0.19522574521784816,0,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,1.002046013104488,1,1,0.17320008277945922,0.7127711071994642,0.098641105794533,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,-0.30319142126049586,0,1,-0.20945136623675115,-0.3473894823615083,-0.05852790567281039,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.9558101384429878,1,1,1.031670290137567,-0.6443303199246422,0.3467327151362238,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1.5322987208152625,1,1,0.4011272502369415,1.3181310937303494,0.2128826755297614,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0.5941593148654305,1,0,0.998396251092679,1.0214761144972155,0.5644791388306574,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,-1.2005421573864221,1,1,-1.4771922538469795,-0.9743867455631671,-0.684782130678262,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,-1.2413308272103278,1,0,0.4759938380879392,-0.9322116473370051,-0.06141197460763856,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1.4099327113435454,1,0,-0.14623069205146424,0.693728544600999,-0.07286128118391315,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,0.7981026639849592,1,0,0.6956024957841991,0.941457771199508,0.3613861269981774,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,0.8388913338088649,1,0,0.6922750918797105,1.0218499292364467,0.3912098475398296,0,5,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,-0.915021468619082,1,1,-1.4638826382290244,-0.8996018086146911,-0.6325295597846881,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-1.2821194970342338,1,1,0.19316450620639225,-0.9771353833516291,-0.4230763013953284,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.2216140816126844,1,1,1.184730869744051,0.16750733727551337,0.5535856058909642,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1.1652006924001108,0,1,-0.11462035495882066,0.6414604484156043,-0.014540396617660573,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-0.915021468619082,0,1,-1.1743984985384996,-0.876711153112379,-0.5556734293711091,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1,1,-1.1597534875625164,1,0,-1.357405713285383,-0.9760799064408596,-0.7597814583253649,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0.1454839468024673,1,1,-1.542076629984511,-0.7052181442146538,-0.6947854797396082,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,0,-0.6702894496756475,1,1,0.8869282202923043,-0.33094163383535136,0.4741735294068543,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
